Pt_Ampl1,Pt_Ampl2,Pt_Ampl3,Pt_Ampl4,Pt_Ampl5,Pt_Ampl6,Pt_Ampl7,Pt_Ampl8,Pt_Ampl9,Pt_Ampl10,Pt_Ampl11,Pt_Ampl12,Pt_Ampl13,Pt_Ampl14,Pt_Ampl15,Pt_Ampl16,Pt_Ampl17,Pt_Ampl18,Pt_Ampl19,Pt_Ampl20,Pt_Ampl21,Pt_Ampl22,Pt_Ampl23,Pt_Ampl24,Pt_Ampl25,Pt_Ampl26,Pt_Ampl27,Pt_Ampl28,Pt_Ampl29,Pt_Ampl30,Pt_Ampl31,Pt_Ampl32,Pt_Ampl33,Pt_Ampl34,Pt_Ampl35,Pt_Ampl36,Pt_Ampl37,Pt_Ampl38,Pt_Ampl39,Pt_Ampl40,Pt_Ampl41,Pt_Ampl42,Pt_Ampl43,Pt_Ampl44,Pt_Ampl45,Pt_Ampl46,Pt_Ampl47,Pt_Ampl48,Pt_Ampl49,Pt_Ampl50,Pt_phase1,Pt_phase2,Pt_phase3,Pt_phase4,Pt_phase5,Pt_phase6,Pt_phase7,Pt_phase8,Pt_phase9,Pt_phase10,Pt_phase11,Pt_phase12,Pt_phase13,Pt_phase14,Pt_phase15,Pt_phase16,Pt_phase17,Pt_phase18,Pt_phase19,Pt_phase20,Pt_phase21,Pt_phase22,Pt_phase23,Pt_phase24,Pt_phase25,Pt_phase26,Pt_phase27,Pt_phase28,Pt_phase29,Pt_phase30,Pt_phase31,Pt_phase32,Pt_phase33,Pt_phase34,Pt_phase35,Pt_phase36,Pt_phase37,Pt_phase38,Pt_phase39,Pt_phase40,Pt_phase41,Pt_phase42,Pt_phase43,Pt_phase44,Pt_phase45,Pt_phase46,Pt_phase47,Pt_phase48,Pt_phase49,Pt_phase50,l($\mu m$),$D_{T}(10^{-5} m^{2}/s$),$\alpha(K^{-1})$
-21.747969769674395,-89.535898940067,-98.6863120451808,-104.603723253248,-109.13073430989799,-112.864860939275,-116.0797353358,-118.924557554902,-121.48952192633999,-123.833024337635,-125.99473208358499,-128.002529687957,-129.87651040356198,-131.631421032206,-133.278242801558,-134.825263691723,-136.278837791616,-137.643943782485,-138.924608408223,-140.124233946072,-141.245852660247,-142.292321701266,-143.26646661349199,-144.171179163194,-145.00947462293502,-145.784514135265,-146.499598635461,-147.158141496774,-147.763627233144,-148.319563137476,-148.82942972446,-149.296634483695,-149.72447196987102,-150.116091871686,-150.474475552553,-150.802420709553,-151.102533253711,-151.377225233075,-151.62871753880898,-151.859046189443,-152.070071123573,-152.26348660319098,-152.44083250862,-152.603505973115,-152.752772950949,-152.88977943372498,-153.01556212599502,-153.131058465342,-153.23711592738502,-153.334500595991,225.499995121405,223.399005807878,203.134845910942,188.37747886924,176.251013072351,165.818247677756,156.617535891919,148.385405785667,140.956600407775,134.21979346425698,128.09551921137302,122.52404034067301,117.458135970954,112.858552965895,108.69101197648199,104.924185438827,101.528326594487,98.474366639572,95.7333714056533,93.2762876253731,91.0739263585515,89.09713618230872,87.3171173400943,85.7058249321294,84.2364080187537,82.88363444218821,81.62425891538071,80.4373036435083,79.3042345449529,78.2090297569529,77.1381485699209,76.0804169952154,75.0268504702105,73.9704351174754,72.9058873320367,71.8294082528287,70.7384457792313,69.6314729055954,68.5077877016362,67.3673374784074,66.2105675970005,65.0382939448094,63.8515972143892,62.651736648981895,61.4400807497563,60.218052473520295,58.987086608318606,57.748597240626104,56.503953482004206,55.254461879073,224.0,8.259,2.298
-21.7465001929993,-89.547558543416,-98.70291065328492,-104.623909222406,-109.153706736504,-112.890058859258,-116.106705947664,-118.952909762782,-121.518902887113,-123.863105535875,-126.025200589969,-128.033082549255,-129.906851140972,-131.66125776200002,-133.307287763133,-134.85323408778,-136.30545787053,-137.668948053662,-138.947745798362,-140.145272599814,-141.264584988616,-142.308569212969,-143.280084050666,-144.182057516794,-145.017542720226,-145.789738653683,-146.501982573713,-147.15772129333,-147.760468838847,-148.31375740948602,-148.821087513371,-149.285881745337,-149.711445164427,-150.100933832433,-150.457331928618,-150.783437020735,-151.081852544934,-151.354986281967,-151.605053550285,-151.83408390305402,-152.04393025930202,-152.236279576597,-152.412664354184,-152.574474423788,-152.72296863098,-152.85928613029301,-152.984457112529,-153.099412855704,-153.204995045207,-153.301964347587,225.498694140579,223.317224857159,203.01774620608398,188.23443740039698,176.086526016872,165.635517973916,156.41915261107,148.173612818152,140.73343672284201,133.987164985764,127.855232657153,122.277814583866,117.207598985946,112.605229111616,108.436303027312,104.669348311471,101.27445062937599,98.22235329312241,95.4839190999231,93.02988414751239,90.8308505358279,88.8574695973876,87.080765705367,85.4725475925688,84.0058531073624,82.6553766447523,81.3978367021536,80.21225317756429,79.0801181683073,77.9854578193449,76.91479422984791,75.85702435340009,74.8032369151796,73.74648905281991,72.68156254103751,71.6047160890213,70.5134462081576,69.40626521454669,68.2825014793297,67.14212427038011,65.9855934781847,64.81373312255239,63.6276266815963,62.4285318435294,61.2178121369789,59.996882947635896,58.7671696008811,57.5300754252643,56.2869579714513,55.0391118203946,224.4,8.2604,2.2988
-21.7450308599223,-89.55921680994341,-98.7195027971297,-104.644081983966,-109.176656783063,-112.91522303615,-116.13362939744101,-118.981199463297,-121.54820421881,-123.893088372026,-126.055550567295,-128.063495471026,-129.937029492535,-131.690908855461,-133.33612329840201,-134.88097103533102,-136.33182060434402,-137.69367162082898,-138.970580126148,-140.165987334533,-141.282974560021,-142.324457650994,-143.293329071436,-144.192553453486,-145.025221997064,-145.79457166773702,-146.50397602831,-147.156915186355,-147.75693242360398,-148.30758450268,-148.812391525256,-149.274790762953,-149.69809734717302,-150.085473297238,-150.439905223487,-150.764190219388,-151.060928945542,-151.332524659912,-151.581186896308,-151.808938570885,-152.017625447593,-152.208927075666,-152.384368496474,-152.545332186259,-152.693069846944,-152.828713776618,-152.953287645583,-153.067716575621,-153.172836473176,-153.269402604946,225.49739404223203,223.235422515516,202.900593888057,188.09131891706298,175.92194417232702,165.452684285308,156.220666980674,147.961731584077,140.51021237134398,133.75451748518,127.614982716474,122.031694401177,116.957248571777,112.352182970805,108.181970648991,104.41499146184,101.021160354687,97.9710295333211,95.23525568941471,92.78436160185579,90.58873832600621,88.6188386204157,86.8455104882255,85.2404166041954,83.77648461205041,82.4283369835547,81.1726578218595,79.98846661460291,78.8572834174681,77.7631839020032,76.6927541496744,75.6349628555707,74.58097247424591,73.5239112902042,72.45862634496,71.3814336304267,70.2898778740569,69.18251026631191,68.0586890261128,66.91840495130711,65.7621320836779,64.59070225868399,63.4052014898096,62.2068857264493,60.99711340342301,59.7772922703755,58.5488381740333,57.3131437101471,56.0715549270397,54.8253545247752,224.8,8.2618,2.2996
-21.743561770363396,-89.57087371982729,-98.7360884138876,-104.664241419754,-109.199584260825,-112.940353199429,-116.160505326928,-119.009426210217,-121.57742539263599,-123.922972245981,-126.085781360936,-128.093767766058,-129.967044765068,-131.720373644325,-133.364748798824,-134.908474023971,-136.357925622507,-137.718114297818,-138.993111436305,-140.186378473006,-141.30102202119,-142.339988028221,-143.306203090606,-144.20266881663701,-145.032514740628,-145.799015910804,-146.505582167921,-147.15572675623002,-147.753021944823,-148.301048707952,-148.803346334698,-149.26336634143,-149.684433498788,-150.069715369013,-150.422200611356,-150.74468550382798,-151.03976763535,-151.309845490544,-151.55712261169202,-151.783615111241,-151.991161467245,-152.181433721049,-152.35594938329902,-152.516083524358,-152.663080670675,-152.798066247255,-152.922057399502,-153.035973098315,-153.140643484187,-153.236818442844,225.496094827191,223.15359880524898,202.78338899458402,187.948123542606,175.757267879594,165.26974732503,156.022080260271,147.74976407081698,140.28693024307302,133.52185490866998,127.37477451192,121.78568616576099,116.707092370582,112.099423410616,107.928024824867,104.161125818341,100.76846741849701,97.7204074617089,94.98739344011891,92.5397321277605,90.34760146969391,88.3812543585837,86.61136197857121,85.00944131299941,83.5483108646393,82.2025227550184,80.9487285515388,79.7659492518255,78.6357346596673,77.5422114915406,76.4720309767714,75.41423433938591,74.36005819230792,73.302702087752,72.23707821320241,71.15955955144359,70.0677386492811,68.9602051264289,67.8363466005525,66.6961749787736,65.5401780830116,64.3691952547161,63.18431479931851,61.9867907496846,60.77797633072289,59.5592715952367,58.3320828983834,57.0977921302883,55.857733896581706,54.6131791014691,225.2,8.2632,2.3004
-21.7420929242427,-89.5825292532749,-98.75266744065479,-104.68438741139,-109.22248898077,-112.965449078398,-116.187333378103,-119.037589558238,-121.606565881937,-123.95275656151199,-126.11589232242599,-128.123898756106,-129.99689627765198,-131.749651476277,-133.393163675773,-134.93574256735002,-136.383772582684,-137.742275930709,-139.015339809542,-140.206446377243,-141.318728060629,-142.355161400929,-143.31870756685,-144.212405492616,-145.039423278759,-145.80307415306999,-146.506804192697,-147.154159608162,-147.748741376979,-148.294154324678,-148.79395651567498,-149.251613275766,-149.670458580858,-150.053665122724,-150.40422323016,-150.724928028491,-151.018373743468,-151.28695384082,-151.532865669482,-151.75811837643602,-151.96454302768402,-152.153804061437,-152.327411388674,-152.486732626952,-152.633005098488,-152.767347341228,-152.890769973575,-153.00418582284402,-153.10841927820601,-153.204214864666,225.49479649627497,223.071753748474,202.666131564202,187.80485140325902,175.59249748608602,165.086707818025,155.823393727941,147.537712291822,140.063593261452,133.28918124252598,127.134613210432,121.539796295807,116.457138065484,111.84695932941601,107.674475553389,103.90776230185101,100.516383432561,97.47049910951029,94.7403445099491,92.2960077168282,90.1074515201749,88.14472769427059,86.37833020775221,84.77963077761329,83.3213398863394,81.9779409273227,80.72605482760241,79.54470603802841,78.4154759098274,77.3225437215427,76.25262700739741,75.1948402955614,74.1404947735221,73.08286137097029,72.01691729254891,70.939092215714,69.84702610908879,68.7393465787211,67.6154701964482,66.4754295639217,65.31972591874771,64.1492058055436,62.9649595847575,61.768239200816204,60.5603925575097,59.3428119538946,58.11689424349711,56.8840106398502,55.645484366479394,54.4025746168818,225.6,8.2646,2.3012
-21.74062432148,-89.594183390522,-98.7692398144504,-104.704519840293,-109.24537075361,-112.990510402192,-116.214113193158,-119.065689063035,-121.635625162269,-123.982440726359,-126.145882809575,-128.153887772037,-130.026583361773,-131.778741715085,-133.42136736065902,-134.96277620324,-136.409361170752,-137.76615639773502,-139.037265362339,-140.226191448131,-141.336093408106,-142.369978868098,-143.330844001825,-144.221765409718,-145.045949978706,-145.806749200106,-146.507645332706,-147.152217370517,-147.74409470988502,-148.28690565898,-148.784226639851,-149.23953634943,-149.656177534366,-150.037327604025,-150.385978180385,-150.704922902936,-150.99675234750902,-151.263854720438,-151.50842098058,-151.732453152621,-151.937774768989,-152.126042573772,-152.298758813181,-152.457283608461,-152.602847051834,-152.736560782807,-152.859428892904,-152.972358075042,-153.076166983291,-153.17159480349,225.493499050299,222.98988736712002,202.54882163626098,187.661502628143,175.427633345791,164.903566501131,155.62460868035,147.325578286624,139.84020438343398,133.056500512886,126.89450402273998,121.29403125359501,116.207393379158,111.594799654813,107.42133284553499,103.654911822553,100.26491996863001,97.2213164335383,94.49412094442239,92.0532002085851,89.86829983933691,87.9092692814655,86.1464249457106,84.5509937673662,83.0955793868438,81.7545981406067,80.5046422471693,79.3247415760508,78.1965108340733,77.1041833770722,76.0345441921215,74.9767818741262,73.9222825883059,72.864388740407,71.7981424153954,70.72002968481759,69.6277375407071,68.5199311346218,67.3960555523216,66.2561636810061,65.1007698159959,63.930727408839594,62.7471286442939,61.55122321196961,60.3443535879766,59.1279042643707,57.9032625856316,56.67178911940739,55.434795768495995,54.1935301008393,226.0,8.266,2.302
-21.739155961995603,-89.6058361118325,-98.78580547221719,-104.72463858767901,-109.26822938980101,-113.015536899795,-116.24084441452801,-119.09372428130399,-121.664602711469,-124.012024152335,-126.175752186596,-128.183734153967,-130.05610536147302,-131.807643740742,-133.44935930503098,-134.989574493591,-136.43469110078698,-137.78975560917,-139.058888246715,-140.245614125058,-141.353118834111,-142.384441570698,-143.342613939279,-144.230750537085,-145.052097245862,-145.81004389144599,-146.508108846379,-147.149903693167,-147.739085946986,-148.279307022014,-148.774161274907,-149.22714033278098,-149.641595278226,-150.02070782794598,-150.367470523934,-150.684675190905,-150.974908472857,-151.240553081313,-151.483793393428,-151.706624159663,-151.910861261954,-152.098153663483,-152.269995884376,-152.42774050940702,-152.572610377971,-152.705710222286,-152.828037609281,-152.940493108488,-153.04388965661698,-153.13896112316098,225.49220249006697,222.907999682933,202.431459250941,187.51807734928397,175.26267581930801,164.720324123136,155.425726432792,147.113364120834,139.616766599394,132.823816785436,126.65445220278099,121.04839754452298,115.95786607238999,111.342953341645,107.168606722215,103.40258527676,100.014088554767,96.9728713121352,94.24873467240671,91.8113212862624,89.6301575937339,87.6748895423627,85.91565569832821,84.3235387605606,82.8710367636572,81.53250070741551,80.2844960696401,79.1060601254497,77.9788427534489,76.8871328993564,75.81778414139579,74.7600598907964,73.7054216804235,72.64728347936109,71.5807521079857,70.50236972693841,69.4098699523319,68.3019550424092,67.17809816078301,66.0383720767936,64.8833037917564,63.7137533742504,62.5308146085981,61.3357347684944,60.1298508002041,58.9145393389576,57.6911782152176,56.4611173829621,55.22565748628529,53.9860345526145,226.4,8.2674,2.3028
-21.7376878457096,-89.6174873974985,-98.8023643508211,-104.74474353456499,-109.291064699545,-113.04052830005699,-116.26752668491301,-119.12169477081301,-121.693498009729,-124.041506255418,-126.20549982421998,-128.21343725139602,-130.085461633487,-131.836356949592,-133.47713898068,-135.01613702458098,-136.459762115031,-137.813073507196,-139.080208649974,-140.264714885519,-141.369805149309,-142.398550690964,-143.35401896413902,-144.239362883615,-145.057867522507,-145.812961099169,-146.508198018971,-147.147222245863,-147.73371910369102,-148.27136272829202,-148.76376498291,-149.214429981531,-149.626716707869,-150.003810777645,-150.348705283055,-150.664189909453,-150.95284709198998,-151.217053817112,-151.458987693737,-151.680636051075,-151.883807008202,-152.07014166476802,-152.241126757219,-152.398107296985,-152.54229885066002,-152.674799236788,-152.79659950208298,-152.908594105471,-153.01159028551,-153.106316619371,225.490906816379,222.826090717475,202.31404444925,187.37457570163502,175.097625273887,164.536981444825,155.226748319241,146.90107188614098,139.39328293301398,132.591134165105,126.41446304710199,120.802901716124,115.70856394260099,111.091429369962,106.91630721166901,103.15079354374399,99.763900671681,96.7251755411555,94.0041975019395,91.5703824726807,89.39303575078821,87.44159866412501,85.68603170497141,84.0972739429688,82.64771910165629,81.31165461338091,80.0656212185019,78.8886656053903,77.7624746478316,76.6713943906452,75.60234813127221,74.5446748334602,73.48991177414891,72.4315445616302,71.3647445986512,70.2861098255033,69.1934200820635,68.08541429634249,66.96159327776999,65.82204927980911,64.6673216640832,63.4982768323965,62.3160099496041,61.121765717417404,59.9168754542525,58.702707891904204,57.4806313441034,56.25198518471851,55.018058861678,53.7800769467231,226.8,8.2688,2.3036
-21.7362199725423,-89.62913722783969,-98.81891638705109,-104.764834561769,-109.313876492796,-113.065484331705,-116.294159647318,-119.149600090452,-121.722310539666,-124.07088645584801,-126.23512509981501,-128.24299642334,-130.114651547378,-131.864880754453,-133.504705879725,-135.04246340665,-136.484573983853,-137.836110065768,-139.101226794443,-140.283494244714,-141.38615320397,-142.412307451656,-143.365060701597,-144.247604496865,-145.063263286541,-145.815503726493,-146.507916161027,-147.144176716624,-147.727998205719,-148.263077094052,-148.753042318735,-149.201410035253,-149.611546693893,-149.986641403205,-150.329687439324,-150.643472028119,-150.930573123866,-151.193361762828,-151.43400860427099,-151.654493413984,-151.856616440333,-152.04201084091002,-152.21215551454202,-152.36838786566298,-152.511916170884,-152.64383133108498,-152.765117879179,-152.876664177969,-152.979271788482,-153.073664020741,225.48961203002602,222.744160492124,202.196577273037,187.230997823095,174.932482083464,164.353539239031,155.027675692381,146.6887037003,139.169756441161,132.35845679573902,126.174541894247,120.55755035705,115.45949482235599,110.84023674298099,106.664444346841,102.899547482565,99.5143677490877,96.47824082999139,93.76052111611851,91.3303951262417,89.1569450751331,87.2094065958207,85.45756193623609,83.8722072065477,82.42563317288179,81.0920655181333,79.8480222833558,78.6725615977455,77.5474091600325,76.4569696192292,75.3882371092482,74.3306268687593,73.2757522814905,72.217170659286,71.15011782604459,70.0712471877753,68.9783844067672,67.87030464568849,66.7465359316489,65.60718960942039,64.45281706106671,63.284290743667604,62.10270698905249,60.909307775668104,59.705418700018996,58.4924005468615,57.2716121125572,56.044382225618804,54.81198920073879,53.575646238489895,227.2,8.2702,2.3044
-21.734752342413998,-89.6407855832028,-98.8354615176194,-104.784911549912,-109.336664579266,-113.090404723363,-116.320742945072,-119.177439800277,-121.751039786395,-124.100164178222,-126.26462739750299,-128.272411038463,-130.143674485674,-131.893214584735,-133.53205951470102,-135.068553274529,-136.509126505698,-137.85886529045402,-139.121942937194,-140.301952755124,-141.402163887391,-142.425713115311,-143.375740816183,-144.255477461952,-145.068287050219,-145.81767470636498,-146.507266606869,-147.140770810151,-147.721927287487,-148.25445443565002,-148.741997828522,-149.188085215943,-149.596090080747,-149.969204620492,-150.310421932684,-150.62252646816003,-150.90809143335,-151.169481694424,-151.408860784675,-151.628200769149,-151.829293922115,-152.013765384624,-152.183086167544,-152.33858603780502,-152.48146596758102,-152.61280993843098,-152.733595977844,-152.844706368631,-152.94693701626198,-153.041005989897,225.48831813179402,222.662209028074,202.07905776499697,187.087343854528,174.76724662869898,164.16999829068502,154.828509923653,146.476261707118,138.946190213755,132.125788859773,125.934694124121,120.312350096049,115.21066657784901,110.589384485022,106.41302816274799,102.648857928893,99.2655011620801,96.2320787976438,93.51771706907041,91.091370437029,88.9218961250966,86.9783230455345,85.23025509188959,83.6483461483702,82.2047854365533,80.8737387564392,79.63170352216109,78.4577513503954,77.33364860007642,76.2438600246106,75.17545170023371,74.1179158487581,73.0629423094687,72.0041601504677,70.9368694473542,69.85777875339771,68.7647591508495,67.6566216036414,66.53292093218039,65.3937871847622,64.2397834296301,63.071787906823,61.89089790681871,60.6983525380825,59.4954715848649,58.2836078440955,57.0641105960367,55.838298159648105,54.6074377795918,53.37273136939421,227.6,8.2716,2.3052
-21.733284955244898,-89.6524324439617,-98.851999679161,-104.80497437942101,-109.35942876843399,-113.115289203561,-116.347276221865,-119.205213461567,-121.7796852376,-124.12933885159201,-126.29400610827899,-128.30168047520598,-130.172529843992,-131.921357886552,-133.559199418629,-135.094406287249,-136.533419507016,-137.881339218265,-139.142357369748,-140.320091006072,-141.41783812729798,-142.438768983476,-143.386061010827,-144.262983900451,-145.072941358898,-145.819477000069,-146.506252713102,-147.13700824626102,-147.715510390523,-148.245499068002,-148.730636048174,-149.174460226624,-149.580351685486,-149.95150531006502,-150.29091366053498,-150.601358101843,-150.885406830702,-151.145418328509,-151.383548831353,-151.601762571015,-151.801843748709,-151.985409418441,-152.153922656311,-152.30870556431802,-152.45095179840402,-152.58173842140602,-152.702036965684,-152.812723651761,-152.91458875284,-153.008345124545,225.48702512246,222.58023634633702,201.961485968678,186.94361393978699,174.601919297014,163.986359396863,154.629252403286,146.263748076435,138.72258737362802,131.893134577881,125.69492515734801,120.067307600914,114.962087107367,110.338881639431,106.16206869384001,102.39873569184,99.01731222752841,95.9867009688435,93.27579678199699,90.85331942302,88.68789924933229,86.7483574776512,85.00411959901291,83.42569806977221,81.985182039308,80.6566793395589,79.4166688636905,78.2442377807208,77.1211949496503,76.03206672281291,74.9639922126279,73.90654131768929,72.85148066743771,71.792511127185,70.7249968464962,69.6457012028792,68.5525402949469,67.4443604561186,66.3207428793379,65.1818359334901,64.0282140441426,62.8607609673845,61.6805747490288,60.48889148518129,59.2870250610139,58.076320247469,56.8581168117252,55.633722599908296,54.404393850024604,53.1713212721951,228.0,8.273,2.306
-21.7318178109556,-89.6640777905168,-98.8685308082342,-104.825022930528,-109.38216886955,-113.140137500757,-116.373759121772,-119.232920636864,-121.80824638360399,-124.15840990955799,-126.32326063011999,-128.330804121912,-130.201217031162,-131.949310122829,-133.58612514508602,-135.12002212815702,-136.55745284219,-137.90353191747602,-139.162470417771,-140.33790962327498,-141.433176889246,-142.451476395938,-143.396023025921,-144.27012596928301,-145.077228789769,-145.82091359583998,-146.504877857123,-147.13289275834998,-147.708751561909,-148.236215303054,-148.718961501911,-149.16053975000798,-149.564336296562,-149.93354831614099,-150.27116747688498,-150.579971751777,-150.862524071116,-151.121176322071,-151.358077277382,-151.57518320781298,-151.774270146933,-151.95694699512399,-152.124668850366,-152.278750125319,-152.420377150485,-152.55062007278,-152.670443941563,-152.780718934317,-152.8822297165,-152.975683958544,225.485733002795,222.498242467746,201.843861928489,186.79980822572898,174.43650048262901,163.80262336682898,154.429904540334,146.05116500410102,138.498951076374,131.660498208624,125.45524045459999,119.822429577414,114.713764339733,110.088737266478,105.91157597134399,102.149191550799,98.76981220050459,95.74211877022249,93.034771539305,90.61625292641399,88.4549645835943,86.51951911031591,84.7791636103384,83.20426997571,81.7668288156566,80.4408919568185,79.2029219101872,78.03202347927791,76.9100498667095,75.8215905118232,74.75385864449441,73.6965025187674,72.64136587443771,71.5822214031178,70.51449714226891,69.4350109660148,68.34172358451801,67.2335162704386,66.1099961719812,64.9713296003681,63.81810201484261,62.651202425830405,61.47172943596029,60.2809159907287,59.080069992724,57.8705281511938,56.6536207248424,55.4306451244703,54.2028466448716,52.9714048758495,228.4,8.2744,2.3068
-21.7303509094665,-89.67572160329479,-98.88505484132,-104.84505708327299,-109.404884691641,-113.164949343349,-116.400191289289,-119.26056089003,-121.83672271744801,-124.187376790364,-126.352390368104,-128.359781376949,-130.22973546935302,-131.977070773398,-133.61283626826201,-135.145400504901,-136.58122639344,-137.925443487425,-139.182282440744,-140.355409268381,-141.448181175988,-142.463836729942,-143.40562863836598,-144.276905859613,-145.08115195061,-145.821987507486,-146.503145435662,-147.12842809187,-147.701654852759,-148.226607448295,-148.706978700849,-149.146328447192,-149.548048672676,-149.915338445605,-150.251188191546,-150.558372190314,-150.839447854306,-151.096760272258,-151.332450592477,-151.548467001695,-151.746577275555,-151.928382098102,-152.095328549238,-152.248723330823,-152.389745441225,-152.519458116376,-152.638819936549,-152.748695056897,-152.84986256086,-152.943024962977,225.48444177356498,222.416227412947,201.726185689707,186.655926862241,174.270990586594,163.618791022086,154.230467762704,145.838514711945,138.275284510199,131.427884048073,125.215645515924,119.577722768208,114.465706232738,109.83896044124901,105.66156002060998,101.900236252283,98.5230122707346,95.498343526541,92.7946524848184,90.3801816100753,88.22310204766171,86.2918169130684,84.55539500278621,82.98406857432892,81.54973128865329,80.2263809773904,78.9904659402172,77.8211107136507,76.70021469023659,75.6124318771545,74.5450506898268,73.48779840105591,72.4325961665712,71.3732885214066,70.3053671964668,69.2257042302305,68.132304538334,67.0240839038659,65.90067501637421,64.7622617556817,63.60944029607229,62.443104645587,61.26435376973001,60.0744173290703,58.8745971632373,57.666221886361896,56.450612254733294,55.229055282008,54.002785383186904,52.7729711102206,228.8,8.2758,2.3076
-21.7288842506982,-89.68736386274851,-98.90157171482241,-104.86507671750401,-109.427576043519,-113.189724459691,-116.42657236936,-119.28813378629,-121.865113734953,-124.21623893699,-126.381394734516,-128.388611648834,-130.258084594182,-132.004639335094,-133.639332383009,-135.170541149422,-136.60474007072702,-137.947074058309,-139.20179383163799,-140.372590638486,-141.462852026856,-142.475851399395,-143.41487966062098,-144.283325795731,-145.084713478535,-145.822701773024,-146.50105886333,-147.123618002847,-147.694224316725,-148.21667980531,-148.694692141642,-149.131830956411,-149.531493541671,-149.896880467086,-150.230980569385,-150.53656413898,-150.81618282413402,-151.07217471619498,-151.30667318299498,-151.521618208904,-151.718769225626,-151.89971864194598,-152.065905483063,-152.218628721443,-152.359060019089,-152.488255707952,-152.607167914851,-152.716654794736,-152.817489875905,-152.91037054721,225.48315143552503,222.334191202412,201.60845729848302,186.511970002252,174.105390016833,163.43486319642,154.030943517186,145.625799447742,138.051590895748,131.195296429431,124.97614588003701,119.333193951742,114.217920771541,109.589560251516,105.412030858446,101.65188050678002,98.27692355908079,95.25538645696992,92.5554506180798,90.14511595409559,87.9923213424116,86.0652596046546,84.3328213761948,82.7651002767383,81.33389467077359,80.013150452277,78.7793039117102,77.6115014324695,76.49169044513971,75.4045909975187,74.3375677448952,73.2804276263845,72.2251695043939,71.16570976242609,70.09760362194429,69.0177769488503,67.9242784568597,66.81605801202599,65.6927734345518,64.5546258034783,63.4022216943245,62.2364598608148,61.0584394417741,59.869386682255,58.67059728150821,57.4633917272524,56.249081280736505,55.0289425972146,53.8041992752051,52.576008910587994,229.2,8.2772,2.3084
-21.7274178345712,-89.699004549356,-98.9180813650682,-104.885081712883,-109.450242733786,-113.21446257810899,-116.452902007407,-119.31563889228799,-121.8934189348,-124.24499579724899,-126.41027314896601,-128.417294356344,-130.28626385483,-132.03201532184,-133.665613104886,-135.195443817925,-136.627993811634,-137.968423790956,-139.221005016555,-140.389454465651,-141.477190517109,-142.487521854065,-143.423777939741,-144.289388033952,-145.087916038748,-145.823059453327,-146.498621571195,-147.118466256409,-147.68646400853999,-148.20643666836398,-148.682106305153,-149.11705189184,-149.514675599484,-149.878179110064,-150.21054932962602,-150.514552267976,-150.792733568297,-151.047424130855,-151.28074939197398,-151.494641019982,-151.690850020834,-151.87096047286101,-152.036403313192,-152.18846976911502,-152.328324164423,-152.45701593608499,-152.575490774769,-152.684600858706,-152.785114189019,-152.877723059954,225.481861989427,222.252133856427,201.49067680185001,186.36793780176103,173.939699188173,163.250840735939,153.83133326947902,145.413021485175,137.827873485938,130.962739722637,124.73674712361999,119.08884994111901,113.970415967061,109.34054579559799,105.162998490448,101.40413498562,98.031557114058,95.013258671434,92.31717679073921,89.91106625247721,87.7626319470418,85.83985565101159,84.1114500522458,82.5473711969902,81.11932386499909,79.8012041164902,78.5694384651815,77.4031972695875,76.2844778472818,75.1980677506042,74.131408914659,73.0743885763011,72.0190835803096,70.95948215152708,69.8912027906202,68.8112248492754,67.7176404305235,66.6094330571824,65.4862852725262,64.3484149896315,63.196438876097005,62.03126018399821,60.853978040113894,59.665815146941995,58.4680609887169,57.262027897426,56.049017647841204,54.8302965760155,53.6070775271045,52.380507221959896,229.6,8.2786,2.3092
-21.725951661006302,-89.71064364362091,-98.9345837283072,-104.905071948883,-109.472884570842,-113.239163426918,-116.47917984936001,-119.343075776132,-121.92163781859699,-124.27364682387501,-126.439025038491,-128.445828928641,-130.314272714146,-132.059198264729,-133.691678070189,-135.220108290846,-136.650987581246,-137.989492876593,-139.239916454374,-140.406001516396,-141.491197757288,-142.49884957878,-143.432325356417,-144.295094861501,-145.090762323306,-145.823063630786,-146.49583700537,-147.112976625352,-147.678377982593,-148.195882323032,-148.669225655175,-149.101995842432,-149.497599509139,-149.859239064047,-150.189899145199,-150.49234119570602,-150.769104618049,-151.022512932962,-151.25468349921601,-151.46753956001498,-151.662823617894,-151.842111369206,-152.006825632831,-152.158249877834,-152.297541090266,-152.42574182306498,-152.543791349642,-152.652535896305,-152.752737966016,-152.84508479031498,225.48057343601502,222.170055395101,201.37284424773202,186.223830419853,173.773918522383,163.066724499121,153.631638504216,145.200183123789,137.604135565773,130.73021833395902,124.49745486058399,118.844697582961,113.72319985435,109.09192618020501,104.914472908333,101.15701031784701,97.78692390838471,94.7719711670158,92.0798417030369,89.6780426099386,87.5340431164466,85.6156132634304,83.8912880735812,82.33088715225921,80.90602346610021,79.59054539142191,78.360871927126,77.196199548409,76.0785773086355,74.9928617189435,73.92657301924541,72.869679359055,71.81433582596009,70.7546024667489,69.68616084141989,68.6060434410717,67.51238534786839,66.4042033163726,65.2812042083333,64.1436224097274,62.99208437555671,61.8274976133295,60.6509610564174,59.4636937410953,58.2669788645671,57.0621205756042,55.850411172133796,54.6331067105702,53.4114093455678,52.1864550031986,230.0,8.28,2.31
